archive_date,count_long_short_ratio,count_toptrader_long_short_ratio,create_time,source,sum_open_interest,sum_open_interest_value,sum_taker_long_short_vol_ratio,sum_toptrader_long_short_ratio,symbol
2025-06-12,,,2025-06-12 00:00:00,binance_coin_m_archive,22608388.00000000,20810.23778381,0.49701772,,BTCUSD_PERP
2025-06-13,,,2025-06-13 00:00:00,binance_coin_m_archive,22924276.00000000,21693.80346733,0.51000205,,BTCUSD_PERP
2025-06-14,,,2025-06-14 00:00:00,binance_coin_m_archive,23121688.00000000,21795.03303992,4.74958712,,BTCUSD_PERP
2025-06-15,,,2025-06-15 00:00:00,binance_coin_m_archive,22558268.00000000,21399.29220208,0.36249274,,BTCUSD_PERP
2025-06-16,,,2025-06-16 00:00:00,binance_coin_m_archive,22930308.00000000,21718.92702119,2.65987993,,BTCUSD_PERP
2025-06-17,,,2025-06-17 00:00:00,binance_coin_m_archive,23071077.00000000,21604.94390187,0.40846898,,BTCUSD_PERP
2025-06-18,,,2025-06-18 00:00:00,binance_coin_m_archive,23156177.00000000,22151.29264489,0.60590906,,BTCUSD_PERP
2025-06-19,,,2025-06-19 00:00:00,binance_coin_m_archive,23265517.00000000,22180.02391817,4.11745205,,BTCUSD_PERP
2025-06-20,,,2025-06-20 00:00:00,binance_coin_m_archive,23161474.00000000,22138.49827185,0.04563492,,BTCUSD_PERP
2025-06-21,,,2025-06-21 00:00:00,binance_coin_m_archive,23160306.00000000,22427.70501566,1.86962792,,BTCUSD_PERP
2025-06-22,,,2025-06-22 00:00:00,binance_coin_m_archive,23204815.00000000,22726.44603736,1.10358445,,BTCUSD_PERP
2025-06-23,,,2025-06-23 00:00:00,binance_coin_m_archive,23122897.00000000,22903.91269076,1.40750303,,BTCUSD_PERP
2025-06-24,,,2025-06-24 00:00:00,binance_coin_m_archive,21756057.00000000,20644.07994358,0.99434353,,BTCUSD_PERP
2025-06-25,,,2025-06-25 00:00:00,binance_coin_m_archive,21986636.00000000,20724.90385340,16.40949555,,BTCUSD_PERP
2025-06-26,,,2025-06-26 00:00:00,binance_coin_m_archive,23222279.00000000,21634.70286879,1.55582567,,BTCUSD_PERP
2025-06-27,,,2025-06-27 00:00:00,binance_coin_m_archive,22734747.00000000,21254.63778833,0.73555071,,BTCUSD_PERP
2025-06-28,,,2025-06-28 00:00:00,binance_coin_m_archive,22578436.00000000,21092.21523771,0.34001989,,BTCUSD_PERP
2025-06-29,,,2025-06-29 00:00:00,binance_coin_m_archive,23032579.00000000,21463.06701016,10.95625000,,BTCUSD_PERP
2025-06-30,,,2025-06-30 00:00:00,binance_coin_m_archive,23514635.00000000,21701.84363746,0.17026143,,BTCUSD_PERP
2025-07-01,,,2025-07-01 00:00:00,binance_coin_m_archive,23986451.00000000,22392.54933811,1.05185070,,BTCUSD_PERP
2025-07-02,,,2025-07-02 00:00:00,binance_coin_m_archive,23814079.00000000,22540.00575322,1.88611183,,BTCUSD_PERP
