symbol,timestamp_ms,timestamp_utc,best_bid,best_ask,spread_pct,bid_depth_quote,ask_depth_quote,depth_imbalance
BTC-USDT-SWAP,1783395120656,2026-07-07 03:32:00,63285.6,63285.7,1.5801370452629437e-06,58726848.60599999,24737801.152,0.40722686254059537
BTC-USDT-SWAP,1783396556506,2026-07-07 03:55:56,63147.1,63147.2,1.5836027437270694e-06,45200673.297,43883929.66899999,0.014780821647738097
