symbol,timestamp_ms,timestamp_utc,open_interest,open_interest_currency
LINK-USDT-SWAP,1783306800000,2026-07-06 03:00:00,2132233.6,2132233.6
LINK-USDT-SWAP,1783307700000,2026-07-06 03:15:00,2132029.3000000003,2132029.3000000003
LINK-USDT-SWAP,1783308600000,2026-07-06 03:30:00,2127583.0000000005,2127583.0000000005
LINK-USDT-SWAP,1783309500000,2026-07-06 03:45:00,2195802.9000000004,2195802.9000000004
LINK-USDT-SWAP,1783310400000,2026-07-06 04:00:00,2199184.4000000004,2199184.4000000004
LINK-USDT-SWAP,1783311300000,2026-07-06 04:15:00,2200109.5000000005,2200109.5000000005
LINK-USDT-SWAP,1783312200000,2026-07-06 04:30:00,2200361.4000000004,2200361.4000000004
LINK-USDT-SWAP,1783313100000,2026-07-06 04:45:00,2200202.2,2200202.2
LINK-USDT-SWAP,1783314000000,2026-07-06 05:00:00,2201029.4000000004,2201029.4000000004
LINK-USDT-SWAP,1783314900000,2026-07-06 05:15:00,2200798.7,2200798.7
LINK-USDT-SWAP,1783315800000,2026-07-06 05:30:00,2197405.3000000003,2197405.3000000003
LINK-USDT-SWAP,1783316700000,2026-07-06 05:45:00,2203476.2,2203476.2
LINK-USDT-SWAP,1783317600000,2026-07-06 06:00:00,2199550.0,2199550.0
LINK-USDT-SWAP,1783318500000,2026-07-06 06:15:00,2208827.5000000005,2208827.5000000005
LINK-USDT-SWAP,1783319400000,2026-07-06 06:30:00,2206542.7000000007,2206542.7000000007
LINK-USDT-SWAP,1783320300000,2026-07-06 06:45:00,2209565.7,2209565.7
LINK-USDT-SWAP,1783321200000,2026-07-06 07:00:00,2206231.1000000006,2206231.1000000006
LINK-USDT-SWAP,1783322100000,2026-07-06 07:15:00,2204941.7,2204941.7
LINK-USDT-SWAP,1783323000000,2026-07-06 07:30:00,2199252.3000000003,2199252.3000000003
LINK-USDT-SWAP,1783323900000,2026-07-06 07:45:00,2203627.8000000003,2203627.8000000003
LINK-USDT-SWAP,1783324800000,2026-07-06 08:00:00,2204170.5,2204170.5
LINK-USDT-SWAP,1783325700000,2026-07-06 08:15:00,2200996.4000000004,2200996.4000000004
LINK-USDT-SWAP,1783326600000,2026-07-06 08:30:00,2187139.2,2187139.2
LINK-USDT-SWAP,1783327500000,2026-07-06 08:45:00,2189231.2,2189231.2
LINK-USDT-SWAP,1783328400000,2026-07-06 09:00:00,2186393.6,2186393.6
LINK-USDT-SWAP,1783329300000,2026-07-06 09:15:00,2184144.8000000003,2184144.8000000003
LINK-USDT-SWAP,1783330200000,2026-07-06 09:30:00,2184175.6,2184175.6
LINK-USDT-SWAP,1783331100000,2026-07-06 09:45:00,2179378.3000000003,2179378.3000000003
LINK-USDT-SWAP,1783332000000,2026-07-06 10:00:00,2181936.6,2181936.6
LINK-USDT-SWAP,1783332900000,2026-07-06 10:15:00,2173437.9,2173437.9
LINK-USDT-SWAP,1783333800000,2026-07-06 10:30:00,2175764.5,2175764.5
LINK-USDT-SWAP,1783334700000,2026-07-06 10:45:00,2178772.7,2178772.7
