symbol,timestamp_ms,timestamp_utc,best_bid,best_ask,spread_pct,bid_depth_quote,ask_depth_quote,depth_imbalance
RENDER-USDT-SWAP,1783396566609,2026-07-07 03:56:06,1.595,1.596,0.0006267627702915148,244063.30500000002,206151.467,0.08420833868152158
