symbol,timestamp_ms,timestamp_utc,best_bid,best_ask,spread_pct,bid_depth_quote,ask_depth_quote,depth_imbalance
OP-USDT-SWAP,1783396565703,2026-07-07 03:56:05,0.1052,0.10521,9.50525165153379e-05,53457.29974,63546.75457,-0.08623166854772552
