symbol,timestamp_ms,timestamp_utc,best_bid,best_ask,spread_pct,bid_depth_quote,ask_depth_quote,depth_imbalance
FIL-USDT-SWAP,1783396560953,2026-07-07 03:56:00,0.7779,0.778,0.0001285429654861996,2242147.4898,2479837.9477999997,-0.050336973957464885
