symbol,timestamp_ms,timestamp_utc,best_bid,best_ask,spread_pct,bid_depth_quote,ask_depth_quote,depth_imbalance
STX-USDT-SWAP,1783396569259,2026-07-07 03:56:09,0.1667,0.1668,0.0005997001499251378,6190.88199,5259.82804,0.08130971333312154
