symbol,timestamp_ms,timestamp_utc,open_interest,open_interest_currency
SEI-USDT-SWAP,1783306800000,2026-07-06 03:00:00,3241273.0,32412730.0
SEI-USDT-SWAP,1783307700000,2026-07-06 03:15:00,3259191.0,32591910.0
SEI-USDT-SWAP,1783308600000,2026-07-06 03:30:00,3252977.0,32529770.0
SEI-USDT-SWAP,1783309500000,2026-07-06 03:45:00,3252426.0,32524260.0
SEI-USDT-SWAP,1783310400000,2026-07-06 04:00:00,3251052.0,32510520.0
SEI-USDT-SWAP,1783311300000,2026-07-06 04:15:00,3249635.0,32496350.0
SEI-USDT-SWAP,1783312200000,2026-07-06 04:30:00,3248251.0,32482510.0
SEI-USDT-SWAP,1783313100000,2026-07-06 04:45:00,3247878.0,32478780.0
SEI-USDT-SWAP,1783314000000,2026-07-06 05:00:00,3247454.0,32474540.0
SEI-USDT-SWAP,1783314900000,2026-07-06 05:15:00,3326384.0,33263840.0
SEI-USDT-SWAP,1783315800000,2026-07-06 05:30:00,3325486.0,33254860.0
SEI-USDT-SWAP,1783316700000,2026-07-06 05:45:00,3317446.0,33174460.0
SEI-USDT-SWAP,1783317600000,2026-07-06 06:00:00,3307714.0,33077140.0
SEI-USDT-SWAP,1783318500000,2026-07-06 06:15:00,3307754.0,33077540.0
SEI-USDT-SWAP,1783319400000,2026-07-06 06:30:00,3307568.0,33075680.0
SEI-USDT-SWAP,1783320300000,2026-07-06 06:45:00,3306681.0,33066810.0
SEI-USDT-SWAP,1783321200000,2026-07-06 07:00:00,3305863.0,33058630.0
SEI-USDT-SWAP,1783322100000,2026-07-06 07:15:00,3310424.0,33104240.0
SEI-USDT-SWAP,1783323000000,2026-07-06 07:30:00,3306283.0,33062830.0
SEI-USDT-SWAP,1783323900000,2026-07-06 07:45:00,3308003.0,33080030.0
SEI-USDT-SWAP,1783324800000,2026-07-06 08:00:00,3306412.0,33064120.0
SEI-USDT-SWAP,1783325700000,2026-07-06 08:15:00,3314375.0,33143750.0
SEI-USDT-SWAP,1783326600000,2026-07-06 08:30:00,3317880.0,33178800.0
SEI-USDT-SWAP,1783327500000,2026-07-06 08:45:00,3314161.0,33141610.0
SEI-USDT-SWAP,1783328400000,2026-07-06 09:00:00,3309966.0,33099660.0
SEI-USDT-SWAP,1783329300000,2026-07-06 09:15:00,3306920.0,33069200.0
SEI-USDT-SWAP,1783330200000,2026-07-06 09:30:00,3321669.0,33216690.0
SEI-USDT-SWAP,1783331100000,2026-07-06 09:45:00,3329592.0,33295920.0
SEI-USDT-SWAP,1783332000000,2026-07-06 10:00:00,3338103.0,33381030.0
SEI-USDT-SWAP,1783332900000,2026-07-06 10:15:00,3336479.0,33364790.0
SEI-USDT-SWAP,1783333800000,2026-07-06 10:30:00,3335496.0,33354960.0
SEI-USDT-SWAP,1783334700000,2026-07-06 10:45:00,3334870.0,33348700.0
SEI-USDT-SWAP,1783335600000,2026-07-06 11:00:00,3333677.0,33336770.0
SEI-USDT-SWAP,1783336500000,2026-07-06 11:15:00,3330355.0,33303550.0
SEI-USDT-SWAP,1783337400000,2026-07-06 11:30:00,3352020.0,33520200.0
SEI-USDT-SWAP,1783338300000,2026-07-06 11:45:00,3349686.0,33496860.0
SEI-USDT-SWAP,1783339200000,2026-07-06 12:00:00,3347178.0,33471780.0
SEI-USDT-SWAP,1783340100000,2026-07-06 12:15:00,3271281.0,32712810.0
SEI-USDT-SWAP,1783341000000,2026-07-06 12:30:00,3281531.0,32815310.0
SEI-USDT-SWAP,1783341900000,2026-07-06 12:45:00,3276857.0,32768570.0
SEI-USDT-SWAP,1783342800000,2026-07-06 13:00:00,3284207.0,32842070.0
SEI-USDT-SWAP,1783343700000,2026-07-06 13:15:00,3282766.0,32827660.0
SEI-USDT-SWAP,1783344600000,2026-07-06 13:30:00,3281401.0,32814010.0
SEI-USDT-SWAP,1783345500000,2026-07-06 13:45:00,3280279.0,32802790.0
SEI-USDT-SWAP,1783346400000,2026-07-06 14:00:00,3276851.0,32768510.0
SEI-USDT-SWAP,1783347300000,2026-07-06 14:15:00,3271950.0,32719500.0
SEI-USDT-SWAP,1783348200000,2026-07-06 14:30:00,3276006.0,32760060.0
SEI-USDT-SWAP,1783349100000,2026-07-06 14:45:00,3275123.0,32751230.0
