symbol,timestamp_ms,timestamp_utc,best_bid,best_ask,spread_pct,bid_depth_quote,ask_depth_quote,depth_imbalance
SEI-USDT-SWAP,1783396567403,2026-07-07 03:56:07,0.05,0.05001,0.00019998000199972248,7928.60241,7622.40196,0.019690075490603202
