symbol,timestamp_ms,timestamp_utc,best_bid,best_ask,spread_pct,bid_depth_quote,ask_depth_quote,depth_imbalance
SOL-USDT-SWAP,1783395122059,2026-07-07 03:32:02,81.17,81.18,0.00012319063751161212,5149804.5217,4422408.3425,0.07599038900612586
SOL-USDT-SWAP,1783396568409,2026-07-07 03:56:08,80.99,81.0,0.00012346441138348188,4825524.2847,5169715.9714,-0.03443555911424376
