symbol,timestamp_ms,timestamp_utc,best_bid,best_ask,spread_pct,bid_depth_quote,ask_depth_quote,depth_imbalance
XRP-USDT-SWAP,1783396573303,2026-07-07 03:56:13,1.1272,1.1273,8.871146595696516e-05,18946.721631,17133.468282,0.05025620301257527
